,_id,date,query_reference,user_id,query,result,result_index
2351,61e6cb301fde15c89b459a9e,2022-01-13 12:28:51.980000,2101795266,cgxYb2UkTSq0Ewpf0J24,ECLINLRVS20144168,ECLINLRVS20152686,2
2352,61e6cb301fde15c89b459a9f,2022-01-13 12:39:43.100000,-957974446,ZeTRuIxIF4Rma8b3bcTtkNZIjjM2,ECLINLGHARL20194124,ECLINLGHSHE20172503,0
2353,61e6cb301fde15c89b459aa0,2022-01-13 13:12:31.483000,-126351613,6jC5vdfkOrQ3jB40jffbXMCnwB22,ECLINLHR1957AG2023,ECLINLHR1966AC4621,2
2354,61e6cb301fde15c89b459aa1,2022-01-13 13:27:25.923000,461623670,iYBM9A3bsRb1SJwhS6qiVdYYSkz2,ECLINLCRVB20212695,ECLINLCRVB2021622,0
2355,61e6cb301fde15c89b459aa2,2022-01-13 13:27:25.923000,461623670,iYBM9A3bsRb1SJwhS6qiVdYYSkz2,ECLINLCRVB20212695,ECLINLRBOBR2021776,19
2356,61e6cb301fde15c89b459aa3,2022-01-13 13:27:25.923000,461623670,iYBM9A3bsRb1SJwhS6qiVdYYSkz2,ECLINLCRVB20212695,ECLINLRBMNE20202716,12
2357,61e6cb301fde15c89b459aa4,2022-01-13 13:34:35.979000,1035857604,iYBM9A3bsRb1SJwhS6qiVdYYSkz2,ECLINLCRVB2021622,ECLINLRBMNE20202716,8
2358,61e6cb301fde15c89b459aa5,2022-01-13 13:34:46.911000,846578576,iYBM9A3bsRb1SJwhS6qiVdYYSkz2,ECLINLRBOBR2021776,ECLINLRBMNE20202716,6
2359,61e6cb301fde15c89b459aa6,2022-01-13 13:38:32.418000,-355788012,lSw39QrCMZh98c87nTzC0FyFlPp2,ECLINLRBLIM20218860,ECLINLRBDHA202111713,17
2360,61e6cb301fde15c89b459aa7,2022-01-13 13:58:23.609000,206249939,wZgUG4dak2UyNfRcVYua9zIwZn42,ECLINLRBROT20217888,ECLINLRBZWB20193010,2
2361,61e6cb301fde15c89b459aa8,2022-01-13 14:01:40.304000,-638221932,wZgUG4dak2UyNfRcVYua9zIwZn42,ECLINLRBROT20217888,ECLINLRBZWB20193010,2
2362,61e6cb301fde15c89b459aa9,2022-01-13 14:05:21.320000,1857537805,lALwTfCcWrHCCnbfSDo5,ECLINLRBLIM20215830,ECLINLRBNNE2020719,7
2363,61e6cb301fde15c89b459aaa,2022-01-13 14:05:38.777000,-1684295666,n2lnu1uKNG8UJc6Aq7cQ,ECLINLRVS20132250,ECLINLRVS2009BJ6033,15
2364,61e6cb301fde15c89b459aab,2022-01-13 14:17:22.386000,-1094882608,lALwTfCcWrHCCnbfSDo5,ECLINLRBNHO20208076,ECLINLRBNNE2020719,12
2365,61e6cb301fde15c89b459aac,2022-01-13 14:17:22.386000,-1094882608,lALwTfCcWrHCCnbfSDo5,ECLINLRBNHO20208076,ECLINLRBROT20185865,19
2366,61e6cb301fde15c89b459aad,2022-01-13 14:19:04.001000,1222645884,lALwTfCcWrHCCnbfSDo5,ECLINLRBNNE2020719,ECLINLRBROT20185865,0
2367,61e6cb301fde15c89b459aae,2022-01-13 14:20:30.409000,1870109804,lALwTfCcWrHCCnbfSDo5,ECLINLRBROT20185865,ECLINLCRVB2018395,14
2368,61e6cb301fde15c89b459aaf,2022-01-13 14:30:51.078000,-872160585,vi945dje4nOFTCASkvHKOM0NkbE2,ECLINLRBMNE20186435,ECLINLGHARL201910056,3
2369,61e6cb301fde15c89b459ab0,2022-01-13 14:30:56.846000,-1691851614,QdmiZ0QsQgVfquvPYR8i,ECLINLHR20162640,ECLINLPHR2016553,3
2370,61e6cb301fde15c89b459ab1,2022-01-13 14:41:14.230000,-252824897,xJPR22ny1bO8EtneyAcySsYx3qR2,ECLINLHR1981AG4158,ECLINLHR2002AE1939,0
2371,61e6cb301fde15c89b459ab2,2022-01-13 14:54:14.030000,901719589,ov1FH0TcIVX1sPjRtYJydvL6ig72,ECLINLRBROT20211801,ECLINLRBDHA201914610,12
2372,61e6cb301fde15c89b459ab3,2022-01-13 15:19:31.207000,887490567,sFpnwWr0fChqnjM5kFaZKSIuB2Y2,ECLINLRBLIM20211507,ECLINLRBNHO201611566,0
2373,61e6cb301fde15c89b459ab4,2022-01-13 15:19:31.207000,887490567,sFpnwWr0fChqnjM5kFaZKSIuB2Y2,ECLINLRBLIM20211507,ECLINLRBOBR2016585,10
